日期,股票代码,收盘价,最低价,开盘价,最高价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2018/2/23,'399300,4071.0889,4035.2319,4061.7545,4085.2008,4052.7332,18.3557,0.4529,9945874600,1.28E+11
2018/2/22,'399300,4052.7332,4009.9202,4020.9731,4058.7878,3966.9614,85.7718,2.1622,10581157100,1.38E+11
2018/2/14,'399300,3966.9614,3923.1267,3945.0943,3971.4041,3935.6324,31.329,0.796,7108133800,93110201390
2018/2/13,'399300,3935.6324,3925.5955,3925.5955,3986.9807,3890.1046,45.5278,1.1703,11256588500,1.44E+11
2018/2/12,'399300,3890.1046,3828.0697,3846.2671,3907.843,3840.6527,49.4519,1.2876,11618263700,1.50E+11
2018/2/9,'399300,3840.6527,3759.1463,3896.1691,3911.2917,4012.0472,-171.3945,-4.272,20634982800,2.47E+11
2018/2/8,'399300,4012.0472,3974.6779,4022.8802,4071.6653,4050.4972,-38.45,-0.9493,15926998500,1.99E+11
2018/2/7,'399300,4050.4972,4048.4228,4205.7365,4212.5677,4148.8856,-98.3884,-2.3714,20312749300,2.62E+11
2018/2/6,'399300,4148.8856,4131.5562,4182.3257,4211.5234,4274.1464,-125.2608,-2.9307,21491045000,2.79E+11
2018/2/5,'399300,4274.1464,4200.1409,4204.458,4274.1464,4271.2326,2.9138,0.0682,16134779900,2.17E+11
2018/2/2,'399300,4271.2326,4181.7793,4213.9386,4271.7647,4245.8978,25.3348,0.5967,14606682700,1.91E+11
2018/2/1,'399300,4245.8978,4214.2909,4276.3425,4287.3888,4275.8986,-30.0008,-0.7016,19000293400,2.39E+11
2018/1/31,'399300,4275.8986,4232.7727,4234.1101,4287.8576,4256.1021,19.7965,0.4651,14521016400,1.94E+11
2018/1/30,'399300,4256.1021,4251.5706,4286.6834,4308.5115,4302.0181,-45.916,-1.0673,13903473000,1.87E+11
2018/1/29,'399300,4302.0181,4287.1124,4387.0577,4395.9053,4381.2996,-79.2815,-1.8095,19110035400,2.56E+11
2018/1/26,'399300,4381.2996,4351.4871,4352.2211,4403.3375,4365.0794,16.2202,0.3716,17722723700,2.23E+11
2018/1/25,'399300,4365.0794,4336.2386,4381.9768,4392.1963,4389.8853,-24.8059,-0.5651,19537495000,2.50E+11
2018/1/24,'399300,4389.8853,4349.0865,4389.4547,4397.8196,4382.6129,7.2724,0.1659,21981888900,2.84E+11
2018/1/23,'399300,4382.6129,4346.7925,4346.8885,4383.5722,4336.5974,46.0155,1.0611,20186758500,2.57E+11
2018/1/22,'399300,4336.5974,4275.8977,4276.4811,4338.4832,4285.395,51.2024,1.1948,17464319500,2.34E+11
2018/1/19,'399300,4285.395,4269.6167,4281.9371,4316.5714,4271.4168,13.9782,0.3272,20949057000,2.59E+11
2018/1/18,'399300,4271.4168,4246.684,4259.375,4292.6372,4248.1164,23.3004,0.5485,17203284600,2.25E+11
2018/1/17,'399300,4248.1164,4230.5367,4261.7833,4283.3449,4258.473,-10.3566,-0.2432,21431103200,2.85E+11
2018/1/16,'399300,4258.473,4213.1275,4215.6247,4260.2118,4225.2393,33.2337,0.7866,16149496300,2.28E+11
2018/1/15,'399300,4225.2393,4216.3585,4229.8357,4262.9314,4225.001,0.2383,0.0056,17090789700,2.35E+11
2018/1/12,'399300,4225.001,4199.0251,4205.1444,4227.3923,4205.5863,19.4147,0.4616,11135479400,1.58E+11
2018/1/11,'399300,4205.5863,4181.9572,4197.1136,4211.799,4207.8132,-2.2269,-0.0529,12157853900,1.70E+11
2018/1/10,'399300,4207.8132,4175.1355,4187.2044,4211.0549,4189.2977,18.5155,0.442,15112166600,1.95E+11
2018/1/9,'399300,4189.2977,4153.5021,4157.5394,4191.2843,4160.1595,29.1382,0.7004,13903429400,1.82E+11
2018/1/8,'399300,4160.1595,4127.3081,4140.8545,4166.3182,4138.7505,21.409,0.5173,17387766600,2.26E+11
2018/1/5,'399300,4138.7505,4123.2817,4133.3439,4151.2818,4128.8119,9.9386,0.2407,14900987200,1.85E+11
2018/1/4,'399300,4128.8119,4105.8858,4114.1213,4137.642,4111.3925,17.4194,0.4237,13454379400,1.75E+11
2018/1/3,'399300,4111.3925,4088.7302,4091.4607,4140.0543,4087.4012,23.9913,0.587,15185221800,2.06E+11
2018/1/2,'399300,4087.4012,4045.2086,4045.2086,4087.7789,4030.8549,56.5463,1.4028,14693543500,1.78E+11
2017/12/29,'399300,4030.8549,4012.8749,4022.8826,4043.14,4018.8974,11.9575,0.2975,9048668300,1.21E+11
2017/12/28,'399300,4018.8974,3980.2358,3992.997,4036.6975,3991.2075,27.6899,0.6938,11854288600,1.54E+11
2017/12/27,'399300,3991.2075,3986.7385,4045.2793,4047.7366,4053.6224,-62.4149,-1.5397,10515357700,1.41E+11
2017/12/26,'399300,4053.6224,4015.2996,4040.6173,4056.8554,4041.5401,12.0823,0.299,9111879000,1.20E+11
2017/12/25,'399300,4041.5401,4026.4496,4057.4173,4086.9342,4054.5984,-13.0583,-0.3221,9192696200,1.30E+11
2017/12/22,'399300,4054.5984,4048.4913,4064.9131,4076.8028,4067.8485,-13.2501,-0.3257,7347368400,1.04E+11
2017/12/21,'399300,4067.8485,4014.6526,4023.076,4080.781,4030.4898,37.3587,0.9269,9683608900,1.38E+11
2017/12/20,'399300,4030.4898,4015.6285,4036.019,4044.8485,4035.3294,-4.8396,-0.1199,9060450300,1.27E+11
2017/12/19,'399300,4035.3294,3985.8233,3985.8233,4035.6296,3985.2914,50.038,1.2556,7752898500,1.16E+11
2017/12/18,'399300,3985.2914,3967.9343,3983.2965,4008.0688,3980.8558,4.4356,0.1114,7785337500,1.12E+11
2017/12/15,'399300,3980.8558,3974.9277,4018.7313,4020.2668,4026.1516,-45.2958,-1.125,8904438900,1.18E+11
2017/12/14,'399300,4026.1516,4013.8546,4050.9028,4057.6245,4050.0927,-23.9411,-0.5911,8076886200,1.15E+11
2017/12/13,'399300,4050.0927,4004.7436,4013.8319,4052.6878,4016.0163,34.0764,0.8485,7754613100,1.15E+11
2017/12/12,'399300,4016.0163,4015.4546,4068.5053,4070.1503,4069.4997,-53.4834,-1.3143,8433871800,1.24E+11
2017/12/11,'399300,4069.4997,4005.2687,4006.8784,4069.4997,4003.3792,66.1205,1.6516,9714894600,1.48E+11
2017/12/8,'399300,4003.3792,3955.44,3962.8288,4014.1387,3971.0569,32.3223,0.8139,8928286100,1.24E+11
2017/12/7,'399300,3971.0569,3955.9939,4003.5826,4017.9465,4015.8211,-44.7642,-1.1147,9025404500,1.20E+11
2017/12/6,'399300,4015.8211,3964.8087,4027.1231,4031.7533,4040.1704,-24.3493,-0.6027,10928620500,1.44E+11
2017/12/5,'399300,4040.1704,4006.5432,4007.9361,4045.9331,4018.8571,21.3133,0.5303,15408707600,1.96E+11
2017/12/4,'399300,4018.8571,3982.3182,3989.0466,4032.9859,3998.1365,20.7206,0.5183,10264721900,1.38E+11
2017/12/1,'399300,3998.1365,3984.3776,4003.5604,4027.1064,4006.0993,-7.9628,-0.1988,9738691300,1.36E+11
2017/11/30,'399300,4006.0993,3988.0018,4034.0091,4052.797,4053.7529,-47.6536,-1.1755,10798334500,1.46E+11
2017/11/29,'399300,4053.7529,4004.687,4061.3545,4069.2418,4055.8235,-2.0706,-0.0511,12455364200,1.66E+11
2017/11/28,'399300,4055.8235,4010.2955,4034.2057,4056.4753,4049.9475,5.876,0.1451,10205809500,1.36E+11
2017/11/27,'399300,4049.9475,4037.1457,4088.9318,4088.9318,4104.2034,-54.2559,-1.322,14345526800,1.83E+11
2017/11/24,'399300,4104.2034,4057.4894,4089.4723,4116.5942,4102.3966,1.8068,0.044,13085804000,1.83E+11
2017/11/23,'399300,4102.3966,4086.9018,4213.3781,4214.1895,4227.5666,-125.17,-2.9608,17814722800,2.38E+11
2017/11/22,'399300,4227.5666,4191.145,4228.3721,4260.6395,4217.7015,9.8651,0.2339,18647700300,2.54E+11
2017/11/21,'399300,4217.7015,4129.9783,4131.8482,4220.2636,4143.8334,73.8681,1.7826,18035082100,2.53E+11
2017/11/20,'399300,4143.8334,4060.9636,4093.734,4144.5144,4120.8508,22.9826,0.5577,13744725800,1.92E+11
2017/11/17,'399300,4120.8508,4081.3723,4094.0787,4122.3756,4105.0122,15.8386,0.3858,19178411900,2.53E+11
2017/11/16,'399300,4105.0122,4062.2734,4063.4943,4107.617,4073.6696,31.3426,0.7694,12138441400,1.73E+11
2017/11/15,'399300,4073.6696,4055.7167,4084.2131,4102.8071,4099.351,-25.6814,-0.6265,12063569600,1.78E+11
2017/11/14,'399300,4099.351,4086.8903,4129.2736,4133.5462,4128.0733,-28.7223,-0.6958,14323693600,2.00E+11
2017/11/13,'399300,4128.0733,4115.5507,4115.5507,4137.6455,4111.9112,16.1621,0.3931,15144630900,2.06E+11
2017/11/10,'399300,4111.9112,4067.657,4070.2763,4116.7142,4075.8998,36.0114,0.8835,14181716500,1.99E+11
2017/11/9,'399300,4075.8998,4038.4004,4043.0663,4076.6102,4048.0057,27.8941,0.6891,12105633500,1.59E+11
2017/11/8,'399300,4048.0057,4040.5772,4051.4935,4089.1457,4054.2465,-6.2408,-0.1539,15082771900,2.01E+11
2017/11/7,'399300,4054.2465,4021.3639,4022.4018,4064.2178,4020.8896,33.3569,0.8296,15211666300,1.94E+11
2017/11/6,'399300,4020.8896,3975.4069,3989.1824,4021.6382,3992.6979,28.1917,0.7061,12208115900,1.59E+11
2017/11/3,'399300,3992.6979,3963.0263,3992.3496,3999.3373,3997.1343,-4.4364,-0.111,12940443900,1.58E+11
2017/11/2,'399300,3997.1343,3971.3761,3994.0946,3999.2262,3996.6221,0.5122,0.0128,12610057900,1.52E+11
2017/11/1,'399300,3996.6221,3991.3235,4007.9116,4032.4581,4006.7179,-10.0958,-0.252,13041738000,1.66E+11
2017/10/31,'399300,4006.7179,3983.2565,3995.3935,4009.2828,4009.7218,-3.0039,-0.0749,10917877900,1.43E+11
2017/10/30,'399300,4009.7218,3960.2698,4022.1641,4033.3394,4021.9676,-12.2458,-0.3045,15738760300,1.93E+11
2017/10/27,'399300,4021.9676,3991.354,3992.5539,4024.4645,3993.5752,28.3924,0.711,12667284600,1.53E+11
2017/10/26,'399300,3993.5752,3973.5535,3980.0479,4013.5988,3976.949,16.6262,0.4181,12989546500,1.70E+11
2017/10/25,'399300,3976.949,3954.0011,3958.1669,3978.0893,3959.3953,17.5537,0.4433,8820545800,1.07E+11
2017/10/24,'399300,3959.3953,3922.0288,3926.2299,3959.4951,3930.7981,28.5972,0.7275,9305815400,1.20E+11
2017/10/23,'399300,3930.7981,3920.6562,3930.8914,3936.2729,3926.852,3.9461,0.1005,8148498000,1.00E+11
2017/10/20,'399300,3926.852,3910.1974,3918.5265,3928.9607,3931.2495,-4.3975,-0.1119,7298018000,94529636639
2017/10/19,'399300,3931.2495,3923.6455,3940.5831,3944.0349,3944.1626,-12.9131,-0.3274,10652725200,1.33E+11
2017/10/18,'399300,3944.1626,3914.8152,3914.8152,3944.4106,3913.0688,31.0938,0.7946,10096984100,1.26E+11
2017/10/17,'399300,3913.0688,3900.4758,3910.7894,3924.6141,3913.4462,-0.3774,-0.0096,8224122700,1.07E+11
2017/10/16,'399300,3913.4462,3913.3224,3926.2754,3947.4239,3921.0017,-7.5555,-0.1927,12135503300,1.51E+11
2017/10/13,'399300,3921.0017,3908.8885,3912.975,3927.1744,3912.9536,8.0481,0.2057,9014206800,1.14E+11
2017/10/12,'399300,3912.9536,3897.5472,3902.0156,3917.4435,3902.6868,10.2668,0.2631,9434092100,1.23E+11
2017/10/11,'399300,3902.6868,3885.497,3886.8184,3913.0695,3889.8637,12.8231,0.3297,10441815100,1.44E+11
2017/10/10,'399300,3889.8637,3855.4666,3883.0037,3900.7418,3882.2076,7.6561,0.1972,11253258600,1.58E+11
2017/10/9,'399300,3882.2076,3876.0322,3910.1149,3918.8391,3836.5013,45.7063,1.1914,13553585100,1.72E+11
2017/9/29,'399300,3836.5013,3825.2021,3825.2021,3852.2236,3822.5386,13.9627,0.3653,9330602800,1.16E+11
2017/9/28,'399300,3822.5386,3813.7532,3821.5904,3827.3308,3821.2,1.3386,0.035,9354406900,1.16E+11
2017/9/27,'399300,3821.2,3818.8147,3818.9646,3832.566,3820.7816,0.4184,0.011,8565581100,1.09E+11
2017/9/26,'399300,3820.7816,3808.3827,3810.3333,3821.6928,3817.7915,2.9901,0.0783,8186940700,1.01E+11
2017/9/25,'399300,3817.7915,3811.1192,3829.219,3835.3894,3837.7304,-19.9389,-0.5195,10394897600,1.36E+11
2017/9/22,'399300,3837.7304,3816.8225,3826.4589,3842.252,3837.8176,-0.0872,-0.0023,10061980200,1.28E+11
2017/9/21,'399300,3837.8176,3837.384,3843.2577,3860.7977,3842.4353,-4.6177,-0.1202,11109819200,1.44E+11
2017/9/20,'399300,3842.4353,3827.8858,3830.1549,3850.9426,3832.1161,10.3192,0.2693,10112954200,1.35E+11
2017/9/19,'399300,3832.1161,3820.2885,3849.8794,3857.303,3843.1428,-11.0267,-0.2869,11243298700,1.46E+11
2017/9/18,'399300,3843.1428,3832.9626,3832.9626,3862.3589,3831.2965,11.8463,0.3092,11793440500,1.53E+11
2017/9/15,'399300,3831.2965,3818.5234,3826.1448,3843.297,3829.9554,1.3411,0.035,12242700600,1.53E+11
2017/9/14,'399300,3829.9554,3820.0876,3843.572,3854.4931,3842.6061,-12.6507,-0.3292,11535858300,1.43E+11
2017/9/13,'399300,3842.6061,3822.9441,3835.5493,3847.7841,3837.9341,4.672,0.1217,9541078500,1.26E+11
2017/9/12,'399300,3837.9341,3822.0037,3832.2422,3849.3885,3825.6453,12.2888,0.3212,14419024200,1.88E+11
2017/9/11,'399300,3825.6453,3817.5108,3828.3422,3850.7409,3825.9895,-0.3442,-0.009,12388399700,1.55E+11
2017/9/8,'399300,3825.9895,3813.9833,3830.0707,3843.0186,3829.8713,-3.8818,-0.1014,10603650400,1.35E+11
2017/9/7,'399300,3829.8713,3828.835,3851.688,3858.1617,3849.4499,-19.5786,-0.5086,12388418100,1.56E+11
2017/9/6,'399300,3849.4499,3831.3835,3846.7471,3858.2481,3857.0464,-7.5965,-0.197,13139872300,1.56E+11
2017/9/5,'399300,3857.0464,3841.9514,3845.5451,3865.2938,3845.6163,11.4301,0.2972,12496415500,1.46E+11
2017/9/4,'399300,3845.6163,3813.5537,3828.5447,3847.0906,3830.5383,15.078,0.3936,14956632000,1.76E+11
2017/9/1,'399300,3830.5383,3818.1586,3825.3392,3843.6176,3822.0928,8.4455,0.221,15864551100,1.83E+11
2017/8/31,'399300,3822.0928,3800.8861,3835.8394,3840.199,3834.3005,-12.2077,-0.3184,13294493500,1.57E+11
2017/8/30,'399300,3834.3005,3827.8607,3834.2682,3854.7062,3834.5376,-0.2371,-0.0062,14135285700,1.66E+11
2017/8/29,'399300,3834.5376,3825.7597,3839.1779,3847.9303,3842.7119,-8.1743,-0.2127,12822707000,1.59E+11
2017/8/28,'399300,3842.7119,3805.6567,3805.6567,3866.9422,3795.7544,46.9575,1.2371,18557632500,2.36E+11
2017/8/25,'399300,3795.7544,3736.2916,3736.2916,3795.9693,3734.6458,61.1086,1.6363,12994090000,1.51E+11
2017/8/24,'399300,3734.6458,3729.0876,3755.8902,3765.7082,3756.0884,-21.4426,-0.5709,8994737200,1.08E+11
2017/8/23,'399300,3756.0884,3741.7204,3747.6108,3772.4568,3752.298,3.7904,0.101,10496157300,1.24E+11
2017/8/22,'399300,3752.298,3734.5556,3745.7543,3758.2924,3740.9941,11.3039,0.3022,10029285600,1.31E+11
2017/8/21,'399300,3740.9941,3728.6157,3731.8399,3744.2631,3724.6748,16.3193,0.4381,10031307300,1.24E+11
2017/8/18,'399300,3724.6748,3700.4112,3707.1891,3733.4914,3721.277,3.3978,0.0913,9656170500,1.23E+11
2017/8/17,'399300,3721.277,3704.4126,3707.0668,3722.6239,3701.4207,19.8563,0.5365,10865625100,1.37E+11
2017/8/16,'399300,3701.4207,3679.7338,3701.1337,3707.144,3706.0566,-4.6359,-0.1251,10413414100,1.27E+11
2017/8/15,'399300,3706.0566,3692.2802,3695.78,3719.2931,3694.6831,11.3735,0.3078,10644485700,1.25E+11
2017/8/14,'399300,3694.6831,3651.3754,3651.3754,3698.3663,3647.3503,47.3328,1.2977,11530845100,1.40E+11
2017/8/11,'399300,3647.3503,3645.0945,3687.9314,3700.4944,3715.9208,-68.5705,-1.8453,15038742100,1.61E+11
2017/8/10,'399300,3715.9208,3688.1766,3724.962,3746.8614,3731.044,-15.1232,-0.4053,13008512800,1.48E+11
2017/8/9,'399300,3731.044,3713.5668,3728.0319,3738.999,3732.2129,-1.1689,-0.0313,12467998900,1.37E+11
2017/8/8,'399300,3732.2129,3718.8116,3724.3287,3737.3344,3726.7948,5.4181,0.1454,13724192800,1.46E+11
2017/8/7,'399300,3726.7948,3689.9552,3701.2161,3730.7774,3707.5796,19.2152,0.5183,12423153000,1.34E+11
2017/8/4,'399300,3707.5796,3707.003,3724.7225,3738.7312,3727.8264,-20.2468,-0.5431,15747006000,1.68E+11
2017/8/3,'399300,3727.8264,3718.4351,3755.1081,3766.3452,3760.8525,-33.0261,-0.8782,14615394400,1.65E+11
2017/8/2,'399300,3760.8525,3759.2764,3768.1938,3784.3511,3770.3828,-9.5303,-0.2528,17229338300,1.89E+11
2017/8/1,'399300,3770.3828,3737.0954,3738.7364,3770.4043,3737.8732,32.5096,0.8697,15254653900,1.73E+11
2017/7/31,'399300,3737.8732,3713.655,3722.4282,3746.5207,3721.8914,15.9818,0.4294,14842903900,1.61E+11
2017/7/28,'399300,3721.8914,3696.7776,3703.4895,3725.5378,3712.1947,9.6967,0.2612,11141139200,1.26E+11
2017/7/27,'399300,3712.1947,3672.4971,3700.8558,3716.6888,3705.3884,6.8063,0.1837,14500290400,1.62E+11
2017/7/26,'399300,3705.3884,3684.1819,3722.8761,3738.5316,3719.559,-14.1706,-0.381,13632521000,1.47E+11
2017/7/25,'399300,3719.559,3713.2766,3742.6405,3752.1559,3743.4686,-23.9096,-0.6387,12167205900,1.34E+11
2017/7/24,'399300,3743.4686,3719.8488,3724.3778,3755.1902,3728.5976,14.871,0.3988,13486872200,1.55E+11
2017/7/21,'399300,3728.5976,3722.0656,3738.1847,3751.6947,3747.8843,-19.2867,-0.5146,11794122600,1.41E+11
2017/7/20,'399300,3747.8843,3723.0689,3725.1436,3750.1938,3729.7466,18.1377,0.4863,14241003900,1.69E+11
2017/7/19,'399300,3729.7466,3658.2035,3660.8665,3731.0468,3667.1807,62.5659,1.7061,18247778700,1.98E+11
2017/7/18,'399300,3667.1807,3622.0414,3648.4942,3667.5408,3663.5575,3.6232,0.0989,12462205600,1.41E+11
2017/7/17,'399300,3663.5575,3621.3652,3700.6179,3716.47,3703.094,-39.5365,-1.0677,17882160000,1.96E+11
2017/7/14,'399300,3703.094,3672.7425,3682.6153,3703.094,3686.9205,16.1735,0.4387,10551400500,1.21E+11
2017/7/13,'399300,3686.9205,3652.5658,3656.3502,3690.4832,3658.8236,28.0969,0.7679,12566954900,1.46E+11
2017/7/12,'399300,3658.8236,3640.5893,3672.6328,3691.5814,3670.8086,-11.985,-0.3265,12228779200,1.43E+11
2017/7/11,'399300,3670.8086,3645.9946,3646.8783,3701.2087,3653.6868,17.1218,0.4686,11876082600,1.45E+11
2017/7/10,'399300,3653.6868,3641.5277,3647.9379,3667.8455,3655.9293,-2.2425,-0.0613,12059191000,1.41E+11
2017/7/7,'399300,3655.9293,3631.8702,3647.6416,3657.1131,3660.0967,-4.1674,-0.1139,10373549700,1.23E+11
2017/7/6,'399300,3660.0967,3629.56,3654.5576,3666.7745,3659.6795,0.4172,0.0114,10237924500,1.33E+11
2017/7/5,'399300,3659.6795,3610.4586,3611.8984,3660.7291,3619.9841,39.6954,1.0966,8823242500,1.20E+11
2017/7/4,'399300,3619.9841,3611.6911,3646.828,3646.8455,3650.8463,-30.8622,-0.8453,9507141300,1.25E+11
2017/7/3,'399300,3650.8463,3633.7825,3667.2316,3667.5957,3666.7977,-15.9514,-0.435,8882086000,1.15E+11
2017/6/30,'399300,3666.7977,3646.2272,3654.7348,3669.7584,3668.8279,-2.0302,-0.0553,8151002800,1.02E+11
2017/6/29,'399300,3668.8279,3644.7331,3649.2525,3669.1345,3646.1666,22.6613,0.6215,8558949800,1.12E+11
2017/6/28,'399300,3646.1666,3644.0268,3664.1629,3672.1887,3674.7152,-28.5486,-0.7769,9792085800,1.24E+11
2017/6/27,'399300,3674.7152,3648.7635,3665.5775,3676.5328,3668.0919,6.6233,0.1806,9755870200,1.23E+11
2017/6/26,'399300,3668.0919,3627.0208,3627.0208,3671.9435,3622.8831,45.2088,1.2479,13463799500,1.71E+11
2017/6/23,'399300,3622.8831,3569.3225,3583.4359,3623.2352,3590.3425,32.5406,0.9063,10512913400,1.34E+11
2017/6/22,'399300,3590.3425,3581.3375,3583.5583,3635.5273,3587.955,2.3875,0.0665,13552698700,1.69E+11
2017/6/21,'399300,3587.955,3545.5666,3567.1256,3587.9863,3546.494,41.461,1.1691,8785982400,1.17E+11
2017/6/20,'399300,3546.494,3539.5149,3560.7871,3563.6964,3553.6653,-7.1713,-0.2018,8050955900,98187595478
2017/6/19,'399300,3553.6653,3520.0602,3520.0602,3554.91,3518.7611,34.9042,0.9919,7979714100,98572358252
2017/6/16,'399300,3518.7611,3514.3892,3522.9745,3536.1401,3528.7926,-10.0315,-0.2843,7645270700,91462286377
2017/6/15,'399300,3528.7926,3508.9461,3530.7465,3542.2796,3535.2987,-6.5061,-0.184,8263253500,1.06E+11
2017/6/14,'399300,3535.2987,3530.274,3571.2483,3571.2483,3582.2674,-46.9687,-1.3111,8381078300,1.06E+11
2017/6/13,'399300,3582.2674,3559.2134,3569.1594,3584.4094,3574.3894,7.878,0.2204,7517713800,94223084812
2017/6/12,'399300,3574.3894,3565.9012,3570.2191,3603.6901,3576.1703,-1.7809,-0.0498,9038116700,1.18E+11
2017/6/9,'399300,3576.1703,3560.6336,3561.2411,3590.8872,3560.9786,15.1917,0.4266,10118826500,1.22E+11
2017/6/8,'399300,3560.9786,3528.179,3531.2419,3562.2724,3533.8718,27.1068,0.7671,9022490500,1.12E+11
2017/6/7,'399300,3533.8718,3491.1328,3493.8846,3537.0947,3492.8816,40.9902,1.1735,10441996800,1.24E+11
2017/6/6,'399300,3492.8816,3460.4534,3464.3765,3492.8816,3468.7538,24.1278,0.6956,6408938800,77868793730
2017/6/5,'399300,3468.7538,3462.3144,3480.1692,3484.1244,3486.5074,-17.7536,-0.5092,7973815200,85609467477
2017/6/2,'399300,3486.5074,3470.2017,3491.5893,3498.1189,3497.7382,-11.2308,-0.3211,8266801000,92850747181
2017/6/1,'399300,3497.7382,3476.4283,3485.2223,3499.8142,3492.8845,4.8537,0.139,10312772400,1.16E+11
2017/5/31,'399300,3492.8845,3474.9215,3495.073,3515.0812,3480.4345,12.45,0.3577,10482974400,1.16E+11
2017/5/26,'399300,3480.4345,3473.04,3479.6206,3498.3148,3485.6581,-5.2236,-0.1499,10324115300,1.13E+11
2017/5/25,'399300,3485.6581,3413.2246,3414.3992,3490.4176,3424.1669,61.4912,1.7958,13072163100,1.37E+11
2017/5/24,'399300,3424.1669,3383.8922,3409.7169,3424.1669,3424.194,-0.0271,-0.0008,8355316100,92620045548
2017/5/23,'399300,3424.194,3401.5338,3405.0254,3434.7662,3411.2387,12.9553,0.3798,11691103300,1.27E+11
2017/5/22,'399300,3411.2387,3391.1748,3400.5882,3424.1776,3403.8492,7.3895,0.2171,9253955900,99021121578
2017/5/19,'399300,3403.8492,3392.3776,3395.2318,3405.9448,3398.1127,5.7365,0.1688,7147352500,78397081602
2017/5/18,'399300,3398.1127,3383.935,3387.6655,3409.9319,3409.9656,-11.8529,-0.3476,8575958900,88091166041
2017/5/17,'399300,3409.9656,3408.1541,3423.19,3433.9695,3428.6491,-18.6835,-0.5449,9973683700,1.11E+11
2017/5/16,'399300,3428.6491,3373.552,3390.925,3428.8531,3399.1937,29.4554,0.8665,10524241600,1.13E+11
2017/5/15,'399300,3399.1937,3391.5881,3391.5881,3406.581,3385.3787,13.815,0.4081,8297761100,92183332845
2017/5/12,'399300,3385.3787,3349.1671,3350.9371,3387.2677,3356.6459,28.7328,0.856,9338646600,97522124594
2017/5/11,'399300,3356.6459,3312.8921,3322.9455,3359.6003,3337.7007,18.9452,0.5676,10925289000,1.12E+11
2017/5/10,'399300,3337.7007,3336.003,3350.6502,3369.4345,3352.5324,-14.8317,-0.4424,9208262800,1.02E+11
2017/5/9,'399300,3352.5324,3327.5901,3342.5981,3358.0463,3358.8125,-6.2801,-0.187,7677166800,85528831749
2017/5/8,'399300,3358.8125,3339.5743,3369.1084,3374.1571,3382.5502,-23.7377,-0.7018,12374928700,1.27E+11
2017/5/5,'399300,3382.5502,3366.5568,3393.4831,3395.4532,3404.3864,-21.8362,-0.6414,10989533300,1.17E+11
2017/5/4,'399300,3404.3864,3391.277,3404.9379,3421.3953,3413.1282,-8.7418,-0.2561,10348207500,1.07E+11
2017/5/3,'399300,3413.1282,3403.0782,3421.7586,3432.2248,3426.5766,-13.4484,-0.3925,9166962400,97854119098
2017/5/2,'399300,3426.5766,3418.6652,3427.9169,3436.3064,3439.753,-13.1764,-0.3831,9279746200,1.02E+11
2017/4/28,'399300,3439.753,3417.2375,3439.5735,3439.904,3446.7202,-6.9672,-0.2021,10163235100,1.14E+11
2017/4/27,'399300,3446.7202,3399.5392,3435.1017,3449.2723,3445.1832,1.537,0.0446,12329842500,1.35E+11
2017/4/26,'399300,3445.1832,3439.1505,3440.2526,3466.5651,3440.9743,4.2089,0.1223,11194002900,1.31E+11
2017/4/25,'399300,3440.9743,3422.6521,3427.7322,3449.6716,3431.2587,9.7156,0.2831,9407214800,1.08E+11
2017/4/24,'399300,3431.2587,3403.9792,3458.2279,3458.2279,3466.7865,-35.5278,-1.0248,11466079100,1.23E+11
2017/4/21,'399300,3466.7865,3449.5421,3461.389,3475.5622,3461.5481,5.2384,0.1513,10441911000,1.15E+11
2017/4/20,'399300,3461.5481,3440.7151,3444.5225,3465.6088,3445.8761,15.672,0.4548,11418420800,1.34E+11
2017/4/19,'399300,3445.8761,3418.514,3452.9904,3459.3524,3462.7429,-16.8668,-0.4871,12134926400,1.27E+11
2017/4/18,'399300,3462.7429,3462.6297,3474.8892,3489.0845,3479.9417,-17.1988,-0.4942,11092782300,1.27E+11
2017/4/17,'399300,3479.9417,3453.6759,3475.7381,3480.5696,3486.5045,-6.5628,-0.1882,11716496100,1.24E+11
2017/4/14,'399300,3486.5045,3476.9468,3516.8103,3517.4664,3514.5662,-28.0617,-0.7984,13547407800,1.30E+11
2017/4/13,'399300,3514.5662,3496.5699,3500.2838,3518.4385,3509.4387,5.1275,0.1461,12998181300,1.33E+11
2017/4/12,'399300,3509.4387,3497.9991,3514.5723,3523.0975,3517.328,-7.8893,-0.2243,18182453700,2.02E+11
2017/4/11,'399300,3517.328,3466.139,3503.8294,3520.1315,3505.1392,12.1888,0.3477,16594583200,1.89E+11
2017/4/10,'399300,3505.1392,3502.0826,3519.4597,3522.7955,3517.4634,-12.3242,-0.3504,14188738000,1.56E+11
2017/4/7,'399300,3517.4634,3506.3885,3514.4521,3526.815,3514.0469,3.4165,0.0972,14029320400,1.45E+11
2017/4/6,'399300,3514.0469,3495.7246,3507.9879,3517.7779,3503.8932,10.1537,0.2898,13676700400,1.45E+11
2017/4/5,'399300,3503.8932,3475.1486,3476.4231,3504.5379,3456.0455,47.8477,1.3845,14339901700,1.61E+11
2017/3/31,'399300,3456.0455,3430.8197,3434.8222,3456.3051,3436.758,19.2875,0.5612,9157749100,1.01E+11
2017/3/30,'399300,3436.758,3422.366,3461.6159,3467.3049,3465.1933,-28.4353,-0.8206,11637692200,1.22E+11
